Marka Kodu	Tip Kodu	Marka Adı	Tip Adı	2019	2018	2017	2016	2015	2014	2013	2012
107	1045	NISSAN	NOTE 1.5 DCI PLATINUM	0	0	0	760196	717161	651980	609327	0
19	1018	SEAT	TOLEDO 1.2 TSI 105 STYLE	0	0	0	0	670307	633058	609384	0
133	1074	SKODA	RAPID ACTIVE 1.6 TDI CR 105 DSG	0	0	0	0	0	0	609513	0
133	1021	SKODA	OCTAVIA AMBITION OPTIMAL 1.6 102	0	0	0	0	0	0	609761	574641
111	681	OPEL	ASTRA HB 1.4 (140) SPORT	0	0	0	0	797297	645332	610738	591423
3	216	ALFA ROMEO	MITO 1.4 TB MULTIAIR 170 QUAD.VERDE 3K	0	0	0	0	0	0	611757	588902
114	1058	PEUGEOT	208 GTI 1.6 THP 200	0	0	0	0	721822	656196	613271	0
111	1083	OPEL	ASTRA HB 1.4 140 S&S SPORT	0	0	0	0	0	0	613719	0
111	1086	OPEL	ASTRA SPORT TOURER 1.4 140 S&S SPORT	0	0	0	0	0	0	613719	0
111	733	OPEL	ASTRA ST 1.4 140  SPORT	0	0	0	0	0	0	613904	586420
53	937	FORD	MONDEO TREND 1.6i ECOBOOST SEDAN	0	0	0	0	0	669688	615237	590233
53	936	FORD	MONDEO TREND 1.6i (120) SEDAN	0	0	0	0	0	666044	615239	590233
107	1027	NISSAN	NP300 PICKUP RALLY RAID 4x4	0	0	0	0	0	659556	616386	576168
114	867	PEUGEOT	3008 ACTIVE 1.6 HDI (112)	0	0	0	0	0	0	616446	577252
19	302	SEAT	IBIZA SC 1.4 TSI (180) CUPRA	0	0	0	0	0	0	617026	567260
111	1066	OPEL	ASTRA HB ACTIVE 1.4 140 ACTIVE SELECT	0	0	0	0	0	0	617453	0
111	1099	OPEL	ASTRA SEDAN 1.3 CDTI 95 SPORT STIL	0	0	0	0	0	0	619757	0
111	1073	OPEL	MERIVA 1.4 120 ACTIVE AT	0	0	0	0	793701	705206	619757	0
111	1080	OPEL	ASTRA SEDAN 1.6 115 BUSINESS OV	0	0	0	0	0	635107	620827	0
114	1063	PEUGEOT	2008 ACTIVE 1.6 e-HDI	0	855066	806651	760991	717917	658831	621517	0
133	1022	SKODA	OCTAVIA AMBITION 1.4 TSI 122	0	0	0	0	0	0	622339	590233
133	1046	SKODA	OCTAVIA AMBITION 1.4 TSI 140	0	0	0	0	0	0	623379	0
114	1033	PEUGEOT	308 SPORTIUM 1.6 e-HDI AUTO6R	0	0	0	0	0	707338	623394	619014
144	1039	TOYOTA	AURIS 1.33 LIFE	0	817030	809475	798109	750316	684345	623995	0
111	1127	OPEL	ASTRA SEDAN 1.4 140 BUSINESS AT	0	0	0	0	720304	638765	624038	0
19	1019	SEAT	TOLEDO 1.4 TSI 122 REFERENCE DSG	0	0	0	0	0	0	628334	0
114	1049	PEUGEOT	3008 ACTIVE 1.6 HDI 115	0	0	0	0	740081	672809	628805	0
133	1024	SKODA	OCTAVIA AMBITION 1.6 TDI CR 105	0	0	0	0	0	0	630405	607733
144	724	TOYOTA	AURIS 1.6 COMFORT EXTRA	0	0	0	0	0	0	631685	592413
19	1006	SEAT	IBIZA SPORTOURER 1.2 TSI (105) STYLE DSG	0	0	0	0	709259	664885	631711	609939
133	1036	SKODA	OCTAVIA AMBITION OPTIMAL 1.6 TDI CR 105	0	0	0	0	0	0	632281	607733
177	399	HYUNDAI	ELANTRA 1.6 D-CVVT MODE	0	0	0	0	729837	672716	632414	609207
53	924	FORD	FOCUS III TREND 1.6i (125) 4K	0	0	0	0	0	678415	633057	602869
53	922	FORD	FOCUS III TREND 1.6i (125) 5K	0	0	0	0	0	678415	633057	602869
53	2001	FORD	FOCUS III TREND 1.6i (125) SW	0	0	0	0	0	0	633057	602869
53	2003	FORD	FOCUS III TREND 1.6 TDCi (95) SW	0	0	0	0	0	0	633066	602879
53	926	FORD	FOCUS III STYLE 1.6i (125) 5K	0	0	0	0	0	0	633113	602918
34	328	CITROEN	C5 3 1.6 THP (156) EXCLUSIVE OV	0	0	0	0	0	0	634865	605167
133	379	SKODA	OCTAVIA AMBIENTE 1.4 TSI (122) DSG TIPTR	0	0	0	0	0	0	635019	600089
111	1047	OPEL	MERIVA 1.4 (120) COSMO OV	0	0	0	0	0	0	635766	576318
111	683	OPEL	ASTRA HB 1.6 (180) SPORT ACTIVE SELECT	0	0	0	0	0	0	636395	606197
61	1020	HONDA	CIVIC HB 1.4 SPORT	0	0	0	0	0	674931	636739	0
133	1065	SKODA	OCTAVIA AMBITION 1.4 TSI 140 GREENTECH	0	0	0	0	0	0	636967	0
114	1062	PEUGEOT	2008 ACTIVE 1.6 VTI 120 OV	0	0	0	0	736991	676331	638049	0
111	1081	OPEL	ASTRA SEDAN 1.3 CDTI 95 BUSINESS	0	0	0	0	724985	646265	638572	0
111	670	OPEL	INSIGNIA SPORTS TOURER 1.6 (180) COSMO	0	0	0	0	0	0	639231	586679
800	1030	KIA	PRO CEED PREMIUM 1.6 DIZEL 128 OV	0	0	0	0	835157	726773	640327	0
421	8	MINI	MINI COOPER CLUBMAN 1.6	0	0	0	0	0	0	640717	569282
19	1021	SEAT	LEON 1.2 TSI 105 REFERENCE	0	0	0	0	0	689919	640967	0
34	341	CITROEN	C4 1.6 THP (156) EXCLUSIVE MCP	0	0	0	0	0	0	641583	622534
53	2022	FORD	FOCUS III TREND X 1.6i 125 5K	0	0	0	0	0	692981	642051	611444
53	2031	FORD	FOCUS III TREND X 1.0 ECOBOOST 125 5K	0	0	0	0	0	692981	643279	612592
53	2032	FORD	FOCUS III TREND X 1.0 ECOBOOST 125 4K	0	0	0	0	0	692981	644390	613652
53	2024	FORD	FOCUS III TREND X 1.6i 125 SW	0	0	0	0	0	0	644390	613652
53	2033	FORD	FOCUS III TREND X 1.0 ECOBOOST 125 SW	0	0	0	0	0	0	644398	613675
114	1076	PEUGEOT	308 ALLURE 1.6 THP 156	0	0	0	0	759762	690686	645517	0
111	1035	OPEL	ASTRA SEDAN 1.3 CDTI 95 SPORT	0	0	0	0	0	685742	645756	634560
34	1021	CITROEN	C5 1.6 HDI (115) EXECUTIVE	0	0	0	0	729883	693276	646109	615859
34	1055	CITROEN	C5 TOURER 1.6 e-HDI 115 DYNAMIC MCP	0	0	0	0	729883	693276	646126	0
19	1027	SEAT	TOLEDO 1.6 TDI 90 STYLE DSG	0	0	0	0	737227	729854	646491	0
94	433	MITSUBISHI	ASX 1.6 INVITE	0	0	933332	878029	767047	711963	649138	616550
53	2030	FORD	FOCUS III TREND X 1.6 TDCI 95 SW	0	0	0	0	0	0	649265	618307
133	1023	SKODA	OCTAVIA AMBITION 1.4 TSI 122 DSG TIPTRONIC	0	0	0	0	0	0	649441	616646
34	331	CITROEN	C5 3 1.6 e-HDI (112) CONFORT MCP	0	0	0	0	0	0	649617	619208
34	347	CITROEN	C5 TOURER 1.6 e-HDI 112 DYNAMIQUE MCP	0	0	0	0	0	0	649892	619456
111	754	OPEL	ASTRA ST 1.3 CDTI (95) SPORT	0	0	0	0	0	0	649904	609660
34	1043	CITROEN	C4 1.6 e-HDI (115) EXCLUSIVE MCP	0	0	0	0	739263	692962	650494	0
111	1036	OPEL	ASTRA SEDAN 1.3 CDTI 95 SPORT S&S	0	0	0	0	0	0	650918	618661
114	1053	PEUGEOT	508 ACCESS 1.6 HDI 115	0	0	0	0	795467	709881	651272	0
111	1092	OPEL	ASTRA HB 1.3 DIZEL 95 S&S SPORT	0	0	0	0	0	0	651385	0
111	716	OPEL	ASTRA HB 1.3 CDTi (95) SPORT	0	0	0	0	0	705206	651385	623664
111	1033	OPEL	ASTRA SEDAN SPORT 1.4 140 S&S	0	0	0	0	0	0	654254	576513
89	1015	MAZDA	5 1.6 DIZEL SPORT	0	0	0	0	0	737553	654314	574408
114	881	PEUGEOT	508 ACTIVE 1.6 THP 156 OV.	0	0	0	0	0	0	655153	613501
53	938	FORD	MONDEO TREND 1.6 TDCi (115) SEDAN	0	0	0	0	0	701157	655298	625112
3	220	ALFA ROMEO	GIULIETTA 1.6 JTD 105 PROGRESSION PLUS	0	0	0	0	773223	697265	656593	602590
53	925	FORD	FOCUS III TREND 1.6 TDCi (95) 4K	0	0	0	0	0	691512	656846	629353
133	380	SKODA	OCTAVIA ELEGANCE 1.4 TSI (122)	0	0	0	0	0	0	657223	619371
144	690	TOYOTA	AURIS 1.6 ELEGANT	0	0	0	0	0	693009	657543	623241
154	1036	VOLVO	V40 1.6 T3	0	0	0	0	840473	725426	657584	613712
53	2035	FORD	FOCUS III STYLE 1.0 ECOBOOST 125 4K	0	0	0	0	0	0	658134	626769
53	2036	FORD	FOCUS III STYLE 1.0 ECOBOOST 125 SW	0	0	0	0	0	712181	658181	626801
53	2034	FORD	FOCUS III STYLE 1.0 ECOBOOST 125 5K	0	0	0	0	0	0	658969	627556
53	928	FORD	FOCUS III STYLE 1.6i (125) 4K	0	0	0	0	0	705115	658969	632173
53	2004	FORD	FOCUS III STYLE 1.6i (125) SW	0	0	0	0	0	0	660424	628928
34	1047	CITROEN	DS4 1.6 e-HDI 115 DSTYLE MCP	0	0	0	0	0	0	661180	0
111	734	OPEL	ASTRA ST 1.4 140 SPORT ACTIVE SELECT	0	0	0	0	811531	716502	661607	626833
19	318	SEAT	IBIZA 1.2 TSI (105) STYLE DSG	0	0	0	0	699203	677618	661967	608721
53	923	FORD	FOCUS III TREND 1.6 TDCi (95) 5K	0	0	0	0	0	691367	663044	630797
114	890	PEUGEOT	508 SW ACTIVE 1.6 e-HDI AUTO6R	0	0	0	0	0	0	663264	621068
111	1103	OPEL	INSIGNIA NB 1.6 170 EDITION ELEGANCE MT6	0	0	0	0	0	749580	664104	0
19	1015	SEAT	TOLEDO 1.4 TSI 122 STYLE DSG	0	0	0	0	718876	680417	664788	0
53	2029	FORD	FOCUS III TREND X 1.6 TDCI 95 4K	0	0	0	0	0	761821	664834	626342
34	1026	CITROEN	C5 1.6 e-HDI 115 CONFORT MCP	0	0	0	0	749619	712019	665121	633990
114	1077	PEUGEOT	308 ALLURE 1.6 e-HDI S&S 115	0	0	896736	838069	783236	675200	665460	0
800	1006	KIA	CEED CONCEPT 1.6 CRDI 128	0	0	0	0	864822	755017	665781	581343
19	1023	SEAT	LEON 1.6 TDI 105 REFERENCE	0	0	0	0	0	0	666228	0
53	986	FORD	FOCUS III TREND 1.6i 125 4K POWERSHIFT	0	0	0	0	0	707559	668697	631699
53	2002	FORD	FOCUS III TREND 1.6i (125) SW POWERSHIFT	0	0	0	0	0	0	668697	636798
53	985	FORD	FOCUS III TREND 1.6i 125 5K POWERSHIFT	0	0	0	0	0	0	668697	636798
111	1014	OPEL	ASTRA GTC 1.4 (140) SPORT AT6	0	0	0	0	0	750622	669550	586679
19	1012	SEAT	IBIZA SC 1.2 TSI 105 FR DSG	0	0	0	0	748205	702729	669615	643161
154	1043	VOLVO	V40 1.6 D2	0	0	0	0	854051	739066	670005	626826
89	435	MAZDA	3 HB IMPRESSIVE 1.6 (105) OV	0	0	0	0	0	0	670075	652699
123	2027	RENAULT	MEGANE COUPE GT-LINE 1.5 DCI 110 E5	0	0	0	0	0	0	670531	637005
111	717	OPEL	ASTRA HB 1.3 CDTi (95) COSMO	0	0	0	0	0	753180	671199	652650
177	1020	HYUNDAI	i30 1.6 CRDI STYLE	0	1047973	1010123	962335	914878	680440	671542	637700
144	738	TOYOTA	URBAN CRUISER 1.33 COMFORT	0	0	0	0	0	0	672622	623310
53	2021	FORD	FOCUS III TITANIUM 1.0i ECOBOOST (125) 5K	0	0	0	0	0	741568	672713	640641
133	381	SKODA	OCTAVIA ELEGANCE 1.4 TSI (122) DSG TIPTR	0	0	0	0	0	0	672971	648166
53	2007	FORD	FOCUS III TITANIUM 1.6i (125) SW	0	0	0	0	0	0	673556	641428
53	933	FORD	FOCUS III TITANIUM 1.6i (125) 4K	0	0	0	0	0	735901	673556	658046
53	930	FORD	FOCUS III TITANIUM 1.6i (125) 5K	0	0	0	0	0	734652	673736	641611
53	927	FORD	FOCUS III STYLE 1.6 TDCi (115) 5K	0	0	0	0	0	720772	674075	635704
114	1064	PEUGEOT	2008 ACTIVE e-HDI 92 AUTO6R	0	0	0	0	780341	716105	675567	0
114	1042	PEUGEOT	508 ACCESS 1.6 e-HDI 115 AUTO6R	0	0	0	0	841376	773765	676164	659926
53	2027	FORD	FOCUS III TREND X 1.6i 125 SW POWERSHIFT	0	0	0	0	0	0	678414	646068
53	2071	FORD	FOCUS III TITANIUM 1.0 ECOBOOST 125 4K	0	0	0	0	0	741568	678415	646068
53	2025	FORD	FOCUS III TREND X 1.6i 125 5K POWERSHIFT	0	0	0	0	0	726994	678415	646068
19	1013	SEAT	IBIZA SC 1.4 TSI 150 FR DSG	0	0	0	0	0	0	678620	657345
3	219	ALFA ROMEO	GIULIETTA 1.4 TB MULTIAIR 170 DISTINCTIVE	0	0	0	0	0	0	679438	640875
800	1021	KIA	CEED CONCEPT 1.6 (135) OV	0	0	0	0	0	766449	680239	592157
800	1029	KIA	CEED CONCEPT PLUS 1.6 CRDI 128	0	0	0	0	878245	856730	680593	592250
111	640	OPEL	INSIGNIA NB COSMO 1.6 (180)	0	0	0	0	0	0	680886	662081
111	1022	OPEL	INSIGNIA NB 1.4 140 EDITION	0	0	0	0	0	0	681576	636080
61	1018	HONDA	CIVIC HB 1.6 i-DTEC COMFORT	0	0	0	835315	788013	723156	682203	0
154	1039	VOLVO	V40 1.6 T4 POWERSHIFT	0	0	0	0	869825	752526	683359	639604
114	1005	PEUGEOT	3008 ACTIVE 1.6 e-HDI  AUTO6R	0	0	0	0	0	731311	683487	639987
154	1037	VOLVO	V40 1.6 T3 PREMIUM	0	0	0	0	868508	752521	683707	639604
34	286	CITROEN	C5 3 EXCLUSIVE 2.0 HDI OV	0	0	0	0	0	0	684864	652804
19	313	SEAT	ALTEA XL 1.6 TDI CR (105) STYLE	0	0	0	0	0	0	685215	662098
133	414	SKODA	OCTAVIA ELEGANCE 1.6 TDI CR (105)	0	0	0	0	0	0	685408	669183
111	1116	OPEL	MOKKA 1.4 140 FWD ENJOY	0	0	0	898454	811041	763624	685740	0
111	1043	OPEL	MOKKA 1.6 115 ENJOY	0	0	0	864022	817367	737678	685740	619726
53	2028	FORD	FOCUS III TREND X 1.6 TDCI 95 5K	0	0	0	0	0	707548	685763	581761
53	2006	FORD	FOCUS III STYLE 1.6 TDCi (115) SW	0	0	0	0	0	0	686700	653946
111	1102	OPEL	INSIGNIA NB 1.4 140 EDITION ELEGANCE MT6	0	0	0	0	843750	742938	687341	0
123	2025	RENAULT	MEGANE COUPE DYNAMIQUE 1.5 DCI 110 E5	0	0	0	0	0	0	688328	653910
34	1022	CITROEN	C5 1.6 e-HDI (115) EXECUTIVE MCP	0	0	0	0	842435	822216	689547	606610
111	1085	OPEL	ASTRA HB 1.3 DIZEL 95 S&S COSMO	0	0	0	0	0	0	689830	0
114	1069	PEUGEOT	508 ACTIVE 1.6 HDI 115	0	0	0	0	843192	752472	690347	0
133	415	SKODA	OCTAVIA ELEGANCE 1.6 TDI CR 105 DSG TIP	0	0	0	0	0	0	691589	675219
111	1093	OPEL	ASTRA HB 1.4 140 S&S COSMO	0	0	0	0	0	0	692713	0
111	1087	OPEL	ASTRA SPORT TOURER 1.4 140 S&S COSMO	0	0	0	0	0	0	692713	0
177	1049	HYUNDAI	ELANTRA 1.6 CVVT STYLE	0	0	0	0	0	0	692858	654167
53	988	FORD	FOCUS III STYLE 1.6i 125 4K POWERSHIFT	0	0	0	0	0	730417	692919	662109
154	1044	VOLVO	V40 1.6 D2 PREMIUM	0	0	0	973052	878270	761732	692926	649395
53	2005	FORD	FOCUS III STYLE 1.6i (125) SW POWERSHIFT	0	0	0	0	0	0	692981	659933
34	351	CITROEN	DS4 1.6 VTI (120) DSTYLE	0	0	0	0	0	0	694016	654053
111	738	OPEL	ASTRA ST 1.4 140 COSMO	0	0	0	0	0	0	694091	653785
144	739	TOYOTA	URBAN CRUISER 1.33 ELEGANT	0	0	0	0	0	0	694188	642587
421	2	MINI	MINI COOPER 1.6	0	0	0	0	0	0	694597	636187
3	221	ALFA ROMEO	GIULIETTA 1.6 JTD 105 DISTINCTIVE	0	0	0	0	820223	766386	694945	647657
144	756	TOYOTA	AURIS 1.33 COMFORT	0	0	0	0	0	0	695119	592413
34	342	CITROEN	C4 1.6 e-HDI (112) EXCLUSIVE MCP	0	0	0	0	0	0	695204	674874
34	1048	CITROEN	DS4 1.6 e-HDI 115 DSPORT MCP	0	0	0	0	747887	709905	696298	0
53	2026	FORD	FOCUS III TREND X 1.6i 125 4K POWERSHIFT	0	0	0	0	0	726207	696578	684756
154	1058	VOLVO	V40 1.6 D2 POWERSHIFT	0	0	0	977786	882998	766340	697186	0
800	1022	KIA	CEED CONCEPT 1.6 CRDI (128) OV	0	0	0	0	894808	785366	698003	610020
111	1117	OPEL	MOKKA 1.4 140 FWD S&S ENJOY	0	0	0	910709	825067	775541	700655	0
53	2013	FORD	MONDEO TREND 2.0 TDCi 163 POWERSHIFT SEDAN	0	0	0	0	0	736497	701424	642145
53	929	FORD	FOCUS III STYLE 1.6 TDCi (115) 4K	0	0	0	0	0	722138	701603	666069
154	439	VOLVO	V60 1.6 T4 POWERSSHIFT	0	0	0	0	865591	748460	702138	658635
111	735	OPEL	ASTRA ST 1.6 180 SPORT ACTIVE SELECT	0	0	0	0	0	0	704551	663254
122	1105	RENAULT (OYAK)	MEGANE HB JOY 1.6 16V 110	0	0	0	0	781228	742166	705056	669804
34	333	CITROEN	C5 2.0 HDI DYNAMIQUE OV	0	0	0	0	0	733396	705411	672394
154	1038	VOLVO	V40 1.6 T3 ADVANCE	0	0	0	0	897306	781424	706417	664618
53	2008	FORD	FOCUS III TITANIUM 1.6i (125) SW POWERSHIFT	0	0	0	0	0	754686	707559	673815
53	2023	FORD	FOCUS III TREND X 1.6i 125 4K	0	0	0	0	0	724612	707882	609545
111	1049	OPEL	CORSA OPC 1.6 (210) NURBURRING EDITION	0	0	0	0	0	802311	707981	673337
177	1051	HYUNDAI	ELANTRA 1.6 CVVT TUNE	0	0	0	0	0	0	708527	672394
61	1019	HONDA	CIVIC HB 1.6 i-DTEC SPORT	0	0	0	935532	882572	809921	709268	0
53	939	FORD	MONDEO TITANIUM 1.6i ECOBOOST (160) SEDA	0	0	0	0	0	766580	709760	618183
34	353	CITROEN	DS4 1.6 THP (156) DSPORT MCP	0	0	0	0	0	0	709969	646450
53	934	FORD	FOCUS III TITANIUM1.6i ECOBOOST (180) 4K	0	0	0	0	0	0	710496	676626
111	1119	OPEL	MOKKA 1.4 140 FWD COSMO	0	0	0	0	0	796093	710614	0
111	1106	OPEL	INSIGNIA NB 1.6 170 COSMO MT6	0	0	0	0	0	772042	710634	0
53	932	FORD	FOCUS III TITANIUM 1.6 TDCi (115) 5K	0	0	0	0	0	749854	710985	701020
154	1040	VOLVO	V40 1.6 T4 PREMIUM POWERSHIFT	0	0	0	0	897175	781479	711390	667366
111	1041	OPEL	ASTRA SEDAN 1.3 CDTI 95 COSMO	0	0	0	0	0	776023	711691	581534
53	2010	FORD	FOCUS III TITANIUM 1.6 TDCi (115) SW	0	0	0	0	0	749910	711917	677984
53	931	FORD	FOCUS III TITANIUM 1.6i ECOBOOST 180 5K	0	0	0	0	0	746430	713133	679113
53	2009	FORD	FOCUS III TITANIUM 1.6i ECOBOOST (180) SW	0	0	0	0	0	0	713376	679370
61	174	HONDA	CR-Z 1.5 SPORT HYBRID	0	0	0	0	0	0	714191	656361
177	1010	HYUNDAI	ELANTRA 1.6 D-CVVT MODE PLUS OV	0	0	0	0	0	0	714484	661719
111	755	OPEL	ASTRA ST 1.3 CTDI (95) COSMO	0	0	0	0	0	0	714719	661892
133	1068	SKODA	OCTAVIA AMBITION 1.6 TDI CR 105 GREENTECH	0	0	0	0	809656	749484	715104	0
111	1045	OPEL	MOKKA 1.6 115 COSMO	0	0	0	0	0	770101	715600	649535
111	1100	OPEL	INSIGNIA NB 1.6 170 EDITION AT6	0	0	0	0	908940	788792	716005	0
154	1049	VOLVO	V40 CROSS COUNTRY 1.6 D2	0	0	0	0	901563	785162	716016	672538
154	1045	VOLVO	V40 1.6 D2 ADVANCE	0	0	0	996728	901955	785168	716016	672566
133	1047	SKODA	OCTAVIA ELEGANCE 1.4 TSI 140	0	0	0	0	0	0	716085	0
19	314	SEAT	ALTEA XL 1.6 TDI CR (105) STYLE DSG	0	0	0	0	0	763785	716136	692725
154	437	VOLVO	S60 1.6 T4 POWERSHIFT	0	0	0	0	925836	762198	716198	672335
154	1008	VOLVO	V60 1.6 DRIVE POWERSHIFT	0	0	0	0	0	762115	716198	672373
154	512	VOLVO	V60 1.6 T4 PREMIUM POWERSHIFT	0	0	0	0	878205	762250	716198	672577
19	317	SEAT	LEON 1.2 TSI 105 STYLE	0	0	0	0	841960	821744	716372	558699
111	696	OPEL	ASTRA HB 1.6 (180) COSMO ACTIVE SELECT	0	0	0	0	0	0	717130	673106
144	1040	TOYOTA	AURIS 1.6 ACTIVE	0	964693	920403	883464	838447	780382	718041	0
111	1118	OPEL	MOKKA 1.4 140 AT FWD ENJOY	0	0	0	898454	847083	796093	718180	0
111	1120	OPEL	MOKKA 1.4 140 FWD S&S COSMO	0	0	0	938501	844006	801925	718180	0
61	1002	HONDA	CIVIC SEDAN 1.6 (125) DREAM (Y)	0	0	0	880214	830394	762026	718882	679381
122	1107	RENAULT (OYAK)	MEGANE HB JOY 1.5 DCI 90	0	0	0	0	797171	757312	719447	683474
53	942	FORD	MONDEO SELECTIVE 1.6i ECOBOOST 160 SEDAN	0	0	0	0	0	772713	719573	644807
154	1059	VOLVO	V40 1.6 D2 PREMIUM POWERSHIFT	0	0	0	0	818125	798648	720609	0
114	1054	PEUGEOT	508 ACTIVE 1.6 THP 156 OV	0	0	0	0	864164	778334	720688	0
19	281	SEAT	LEON 1.4 TSI (125) STYLE	0	0	0	0	0	0	721482	595713
123	2026	RENAULT	MEGANE COUPE DYNAMIQUE1.5 DCI EDC 110 E5	0	0	0	0	0	0	722744	686607
177	1050	HYUNDAI	ELANTRA 1.6 CVVT STYLE OV	0	0	0	0	0	0	725463	688024
133	1066	SKODA	OCTAVIA ELEGANCE 1.4 TSI 140 GREENTECH	0	0	0	0	0	0	725756	0
53	943	FORD	MONDEO SELECTIVE 1.6 TDCi (115) SEDAN	0	0	0	0	0	764938	727352	674627
177	1016	HYUNDAI	i30 1.6 GDI STYLE	0	0	0	823645	788334	767951	728334	594164
107	295	NISSAN	QASHQAI +2 1.6 TEKNA CONNECT GLASSROOF	0	0	0	0	0	0	728535	687429
111	1044	OPEL	MOKKA 1.4 140 AWD ENJOY	0	0	0	0	833065	770101	729025	675191
111	1042	OPEL	ASTRA SEDAN 1.3 CDTI 95 COSMO S&S	0	0	0	0	0	0	731142	663116
19	1022	SEAT	LEON 1.4 TSI 140 STYLE	0	0	0	0	0	0	731187	0
154	1046	VOLVO	V40 CROSS COUNTRY 1.6 T4 POWERSHIFT	0	0	0	1010588	915787	798608	731327	686393
122	1133	RENAULT (OYAK)	MEGANE HB PLAY 1.6 16V 110	0	0	0	0	0	771482	732906	0
61	1231	HONDA	CIVIC 1.8i V-TEC	0	0	0	0	0	0	732950	0
177	1011	HYUNDAI	ELANTRA 1.6 D-CVVT PRIME PLUS OV	0	0	0	0	0	0	733289	722898
114	885	PEUGEOT	508 ALLURE 1.6 THP 156 OV	0	0	0	0	0	785621	734224	714387
177	1009	HYUNDAI	ELANTRA 1.6 D-CVVT MODE PLUS	0	0	0	0	0	0	734260	722155
421	1001	MINI	COOPER D	0	0	0	0	890501	796479	734417	662435
111	1037	OPEL	ASTRA SEDAN 1.4 140 COSMO	0	0	0	0	808184	765698	734430	644928
144	740	TOYOTA	URBAN CRUISER 1.4 D-4D AWD COMFORT	0	0	0	0	0	0	735128	691600
177	1022	HYUNDAI	i30 1.6 CRDI ELITE	0	1116093	1075839	1011456	955091	845480	735860	702433
114	1066	PEUGEOT	2008 ALLURE 1.6 E-HDI 92	0	1012417	955107	901061	850056	780074	735911	0
61	175	HONDA	CR-Z 1.5 GT HYBRID	0	0	0	0	0	0	736279	676662
3	1001	ALFA ROMEO	GIULIETTA 1.4 TB M.AIR 170 TCT PROG.PLU	0	0	0	0	0	0	736835	649791
144	1047	TOYOTA	AURIS 1.4 D-4D LIFE	0	0	0	0	838447	780382	737062	0
19	1028	SEAT	LEON SC 1.2 TSI 105 STYLE DSG	0	0	0	0	0	0	737271	0
111	739	OPEL	ASTRA ST 1.4 140 COSMO ACTIVE SELECT	0	0	0	0	0	0	738639	691228
154	1041	VOLVO	V40 1.6 T4 ADVANCE POWERSHIFT	0	0	0	0	925655	808212	739020	695625
154	1050	VOLVO	V40 CROSS COUNTRY 1.6 D2 PREMIUM	0	0	0	0	925273	808212	739043	695649
154	1016	VOLVO	V60 2.0 D4 PREMIUM	0	0	0	0	0	0	739066	695478
144	1052	TOYOTA	AURIS 1.4 D-4D ADVANCE	0	1053324	1007798	975831	905637	847173	739265	0
107	1156	NISSAN	QASHQAI 1.6 TEKNA SPORT PACK	0	0	0	0	0	0	739449	0
154	458	VOLVO	S60 1.6 T4 PREMIUM EDITION POWERSHIFT	0	0	0	0	950731	786323	740101	701849
122	1109	RENAULT (OYAK)	MEGANE HB TOUCH 1.6 16V 110	0	0	0	0	0	779273	740310	703294
61	1017	HONDA	CIVIC SEDAN 1.6 125 DREAM ECO	0	0	0	906615	855305	784890	740451	0
53	935	FORD	FOCUS III TITANIUM 1.6i TDCi (115) 4K	0	0	0	0	0	751273	741772	716183
144	1050	TOYOTA	AURIS 1.4 D-4D ACTIVE SKYPACK	0	1081641	1038541	998886	927778	866570	742146	0
122	1106	RENAULT (OYAK)	MEGANE HB JOY 1.6 16V 115 CVT	0	0	0	0	822345	781228	742166	705056
111	752	OPEL	ASTRA HB 1.4 140 COSMO ACTIVE SELECT	0	0	0	0	919622	808341	742183	694545
154	1009	VOLVO	V60 1.6 DRIVE PREMIUM POWERSHIFT	0	0	0	0	0	789365	743285	700136
154	513	VOLVO	V60 1.6 T4 ADVANCE POWERSHIFT	0	0	0	0	906694	789777	743285	700280
111	1121	OPEL	MOKKA 1.4 140 AT FWD COSMO	0	0	0	964517	905134	836971	743494	0
154	1055	VOLVO	V40 CROSS COUNTRY 1.6 D2 POWERSHIFT	0	0	0	0	930398	812424	743649	0
154	1060	VOLVO	V40 1.6 D2 ADVANCE POWERSHIFT	0	0	0	0	930541	813747	743679	0
154	1005	VOLVO	S60 1.6 DRIVE PREMIUM POWERSHIFT	0	0	0	0	0	816250	744485	676431
111	1015	OPEL	ASTRA GTC 1.6 (180) SPORT MT6	0	0	0	0	0	0	744707	655139
123	2030	RENAULT	MEGANE COUPE GT-LINE 1.5 DCI EDC 110 E5	0	0	0	0	0	0	745036	707784
123	1019	RENAULT	MASTER 16+1 TURIZM	0	0	0	0	0	0	747946	710547
154	1052	VOLVO	V40 CROSS COUNTRY 2.0 T5 AWD PREMIUM G.TRONIC	0	0	0	0	944221	826664	748234	704901
800	1034	KIA	PRO CEED GT 1.6 T-GDI 204	0	0	0	0	948186	835482	749544	0
111	1001	OPEL	INSIGNIA NB 1.4 (140) EDITION ELEGANCE	0	0	0	0	0	0	750070	682097
123	2028	RENAULT	MEGANE COUPE GT-LINE ENERGY 1.6 DCI 130 E5	0	0	0	0	0	0	750074	712570
111	1112	OPEL	INSIGNIA SPORTS TOURER 1.6 170 EDITION AT6	0	0	0	0	937822	817473	750632	0
111	1038	OPEL	ASTRA SEDAN 1.4 140 COSMO S&S	0	0	0	0	0	0	750632	649514
114	1065	PEUGEOT	2008 ALLURE 1.6 VTI 120 OV	0	0	0	0	867062	795660	750633	0
