Marka Kodu	Tip Kodu	Marka Adı	Tip Adı	2019	2018	2017	2016	2015	2014	2013	2012
133	1170	SKODA	OCTAVIA 1.0 TSI 115 OPTIMAL DSG	0	0	1037735	942565	0	0	0	0
133	1125	SKODA	OCTAVIA 1.2 TSI 110 GREEN TEC AMBITION	0	0	0	822504	760375	0	0	0
133	1126	SKODA	OCTAVIA 1.2 TSI 110 GREEN TEC OPTIMAL	0	0	0	868164	803131	0	0	0
133	1128	SKODA	OCTAVIA 1.2 TSI 110 GREEN TEC STYLE DSG	0	0	0	1099942	914995	0	0	0
133	1127	SKODA	OCTAVIA 1.2 TSI 110 GRREN TEC OPTIMAL DSG	0	0	0	907319	842082	0	0	0
133	1203	SKODA	OCTAVIA 1.2 TSI 86 GREEN TEC AMBITION	0	900695	835948	0	0	0	0	0
133	1133	SKODA	OCTAVIA 1.6 TDI CR 110 GREEN TEC 4x4 STYLE	0	0	0	1077009	1013638	0	0	0
133	1130	SKODA	OCTAVIA 1.6 TDI CR 110 GREEN TEC AMBITION	0	0	900835	848403	810349	0	0	0
133	1134	SKODA	OCTAVIA 1.6 TDI CR 110 GREEN TEC AMBITION DSG	0	0	1011630	883117	861760	0	0	0
133	1131	SKODA	OCTAVIA 1.6 TDI CR 110 GREEN TEC OPTIMAL	0	0	968981	954783	829974	0	0	0
133	1135	SKODA	OCTAVIA 1.6 TDI CR 110 GREEN TEC OPTIMAL DSG	0	0	1042825	950075	885250	0	0	0
133	1132	SKODA	OCTAVIA 1.6 TDI CR 110 GREEN TEC STYLE	0	0	1050882	998696	958458	0	0	0
133	1174	SKODA	OCTAVIA 1.6 TDI CR 115 OPTIMAL	0	0	952903	0	0	0	0	0
133	1141	SKODA	OCTAVIA COMBI 1.6 TDI CR 110 GR.TEC 4x4 STYLE	0	0	0	1084256	1019071	0	0	0
133	1139	SKODA	OCTAVIA COMBI 1.6 TDI CR 110 GREEN TEC STYLE	0	0	1057314	1005245	965246	0	0	0
133	1179	SKODA	OCTAVIA COMBI 1.6 TDI CR 115 STYLE	0	0	1059489	0	0	0	0	0
133	1095	SKODA	OCTAVIA COMBI ELEGANCE 1.6 TDI 105 4x4	0	0	0	0	1031541	953159	0	0
133	1096	SKODA	OCTAVIA COMBI OPTIMAL 1.6 TDI CR 105 DSG	0	0	0	0	881236	797633	0	0
133	1083	SKODA	OCTAVIA ELEGANCE 1.2 TSI 105 DSG GREEN TEC	0	0	0	0	887776	814465	0	0
133	1082	SKODA	OCTAVIA OPTIMAL 1.2 TSI 105 DSG GREEN TEC	0	0	0	0	849694	764948	0	0
133	1081	SKODA	OCTAVIA OPTIMAL 1.2 TSI 105 GREEN TEC	0	0	0	0	796410	729584	0	0
133	1105	SKODA	OCTAVIA OPTIMAL 1.4 TSI 140 GREEN TEC	0	0	0	0	822504	0	0	0
133	1085	SKODA	OCTAVIA OPTIMAL 1.6 TDI CR 105 DSG GREEN TEC	0	0	0	0	897369	810582	0	0
133	1084	SKODA	OCTAVIA OPTIMAL 1.6 TDI CR 105 GREEN TEC	0	0	0	0	829044	760905	0	0
107	1123	NISSAN	PULSAR 1.2 MT VISIA	0	736798	688585	643551	604942	0	0	0
107	1126	NISSAN	PULSAR 1.2 X-TRONIC N-TEC	0	895669	837069	782322	735365	0	0	0
107	1125	NISSAN	PULSAR 1.2 X-TRONIC TEKNA	0	859324	803124	770530	701482	0	0	0
107	1124	NISSAN	PULSAR 1.2 X-TRONIC VISIA	0	783835	732566	684641	643551	0	0	0
107	1127	NISSAN	PULSAR 1.5 DCI 110  VISIA	0	851460	795755	743692	695033	0	0	0
107	1129	NISSAN	PULSAR 1.5 DCI 110 N-TEC	0	965547	902374	843345	788173	0	0	0
107	1128	NISSAN	PULSAR 1.5 DCI 110 TEKNA	0	919573	859405	803180	750635	0	0	0
107	1047	NISSAN	QASHQAI 1.2 TEKNA TC S/S	0	0	1057354	961222	890037	794278	0	0
107	1111	NISSAN	QASHQAI 1.2 TURBO BLACK EDITION PREMIUM PACK	0	0	0	0	1048556	0	0	0
107	1104	NISSAN	QASHQAI 1.2 TURBO VISIA X-TRONIC	0	0	1067045	970044	898195	801553	0	0
107	1046	NISSAN	QASHQAI 1.2 VISIA TC S/S	0	0	970044	881871	816558	728692	0	0
107	1048	NISSAN	QASHQAI 1.5 DCI VISIA S/S	0	0	1076097	978255	881310	765428	0	0
133	1215	SKODA	RAPID 1.0 TSI 110 DSG STYLE	0	904514	0	0	0	0	0	0
133	1198	SKODA	RAPID 1.0 TSI 110 GREEN TEC STYLE	0	0	766410	0	0	0	0	0
133	1196	SKODA	RAPID 1.0 TSI 95 GREEN TEC AMBITION	0	0	728072	0	0	0	0	0
133	1197	SKODA	RAPID 1.0 TSI 95 GREEN TEC DSG STYLE	0	895665	826868	0	0	0	0	0
133	1119	SKODA	RAPID 1.2 TSI 110 GREEN TEC STYLE	0	0	813563	748312	665560	0	0	0
133	1117	SKODA	RAPID 1.2 TSI 90 GREEN TEC AMBITION	0	0	773171	705884	625219	0	0	0
133	1118	SKODA	RAPID 1.2 TSI 90 GREEN TEC STYLE DSG	0	0	847271	782031	699229	0	0	0
133	1121	SKODA	RAPID 1.4 TDI CR 90 GREEN TEC AMBITION	0	0	801158	732910	652113	0	0	0
133	1122	SKODA	RAPID 1.4 TDI CR 90 GREEN TEC AMBITION DSG	0	0	833751	730955	685834	0	0	0
133	1123	SKODA	RAPID 1.4 TDI CR 90 GREEN TEC STYLE DSG	0	981639	914553	872570	860314	0	0	0
133	1120	SKODA	RAPID 1.4 TSI 125 GREEN TEC DSG STYLE	0	0	860497	793283	732910	0	0	0
133	1124	SKODA	RAPID 1.6 TDI CR 115 GREEN TEC STYLE	0	0	867359	800144	725594	0	0	0
133	1080	SKODA	RAPID ELEGANCE 1.2 TSI 105	0	0	0	0	600617	533441	0	0
133	1194	SKODA	RAPID SPACEBACK 1.0 110 GREEN TEC DSG STYLE	0	926610	853925	0	0	0	0	0
133	1195	SKODA	RAPID SPACEBACK 1.0 TSI 110 GREEN TEC STYLE	0	0	766389	0	0	0	0	0
133	1216	SKODA	RAPID SPACEBACK 1.0 TSI 95 DSG STYLE	0	914267	0	0	0	0	0	0
133	1193	SKODA	RAPID SPACEBACK 1.0 TSI 95 G.TEC DSG AMBITION	0	0	833196	0	0	0	0	0
133	1199	SKODA	RAPID SPACEBACK 1.0 TSI 95 G.TEC DSG DYNAMIC	0	874837	814770	0	0	0	0	0
133	1200	SKODA	RAPID SPACEBACK 1.0 TSI 95 G.TEC DSG STYLE	0	0	847089	0	0	0	0	0
133	1192	SKODA	RAPID SPACEBACK 1.0 TSI 95 GREEN TEC AMBITION	0	0	811605	0	0	0	0	0
133	1112	SKODA	RAPID SPACEBACK 1.2 TSI 110 GREEN TEC STYLE	0	0	822667	754957	674294	0	0	0
133	1110	SKODA	RAPID SPACEBACK 1.2 TSI 90 G.TEC AMBITION DSG	0	0	822350	752939	672278	0	0	0
133	1111	SKODA	RAPID SPACEBACK 1.2 TSI 90 GREENTEC STYLE DSG	0	0	853825	781174	707241	0	0	0
133	1164	SKODA	RAPID SPACEBACK 1.2 TSI 90 MONTE CARLO DSG	0	0	876266	807580	0	0	0	0
133	1109	SKODA	RAPID SPACEBACK 1.2 TSI GREEN TEC AMBITION	0	0	779828	712613	631934	0	0	0
133	1114	SKODA	RAPID SPACEBACK 1.4 TDI CR 90 G.TEC AMBITION	0	0	806705	739616	660674	0	0	0
133	1115	SKODA	RAPID SPACEBACK 1.4 TDI CR 90 G.TEC STYLE DSG	0	976844	907958	840321	765390	0	0	0
133	1165	SKODA	RAPID SPACEBACK 1.4 TDI CR 90 MONTE CARLO DSG	0	0	946066	875274	0	0	0	0
133	1113	SKODA	RAPID SPACEBACK 1.4TSI 125 GREENTEC STYLE DSG	0	0	860558	795274	740852	0	0	0
133	1116	SKODA	RAPID SPACEBACK 1.6 TDI CR 115 G.TEC STYLE	0	0	876087	806705	726050	0	0	0
133	1089	SKODA	RAPID SPACEBACK AMBITION 1.2 75	0	0	0	0	600484	533325	0	0
133	1093	SKODA	RAPID SPACEBACK AMBITION 1.6 TDI CR 105	0	0	0	0	654836	584684	0	0
133	1090	SKODA	RAPID SPACEBACK ELEGANCE 1.2 TSI 105	0	0	0	0	646307	577763	0	0
133	1091	SKODA	RAPID SPACEBACK ELEGANCE 1.4 TSI 122 DSG	0	0	0	0	674951	609513	0	0
133	1094	SKODA	RAPID SPACEBACK ELEGANCE 1.6 TDI CR 105	0	0	0	0	673112	609513	0	0
133	1092	SKODA	RAPID SPACEBACK ELEGANCE 1.6 TDI CR 90 DSG	0	0	0	0	824753	712489	0	0
154	1117	VOLVO	S60 1.5 T3 R-DESIGN GEARTRONIC	0	0	0	1162281	1020065	0	0	0
154	1087	VOLVO	S60 1.6 D2 ADVANCE POWERSHIFT	0	0	0	1149767	988250	840426	0	0
154	1085	VOLVO	S60 1.6 D2 POWERSHIFT	0	0	0	0	958903	795895	0	0
154	1086	VOLVO	S60 1.6 D2 PREMIUM POWERSHIFT	0	0	0	1124310	877499	817016	0	0
154	1064	VOLVO	S60 2.0 D4 ADVANCE OV	0	0	0	0	1017299	849320	0	0
154	1062	VOLVO	S60 2.0 D4 OV	0	0	0	0	973149	809555	0	0
154	1063	VOLVO	S60 2.0 D4 PREMIUM OV	0	0	0	0	991615	826826	0	0
154	1065	VOLVO	S60 2.0 D4 R-DESIGN OV	0	0	0	0	1062187	895741	0	0
154	1118	VOLVO	S60 2.0 T5 ADVANCE GEARTRONIC	0	0	0	0	996215	0	0	0
154	1083	VOLVO	S60 2.0 T5 ADVANCE OV	0	0	0	0	1010605	844308	0	0
154	1119	VOLVO	S60 2.0 T5 R-DESIGN GEARTRONIC	0	0	0	0	1044102	0	0	0
154	1084	VOLVO	S60 2.0 T5 R-DESIGN OV	0	0	0	0	1057832	890228	0	0
800	1047	KIA	SPORTAGE 1.6 135 COMFORT OV	0	0	0	0	985178	940899	0	0
800	1042	KIA	SPORTAGE 1.6 GDI 135 CONCEPT	0	0	0	0	0	933829	0	0
800	1043	KIA	SPORTAGE 1.6 GDI 135 CONCEPT PLUS	0	0	0	0	983783	892902	0	0
800	1244	KIA	SPORTAGE 1.7 CRDI (115)	0	0	0	0	0	1028139	0	0
800	1074	KIA	SPORTAGE COMFORT 1.6 (132)	0	0	1066466	1007382	0	0	0	0
19	1051	SEAT	TOLEDO 1.2 TSI 110 STYLE	0	0	836856	747778	675157	0	0	0
19	1050	SEAT	TOLEDO 1.2 TSI 90 STYLE	0	0	0	0	671771	0	0	0
19	1053	SEAT	TOLEDO 1.4 TDI 90 STYLE	0	0	856562	771679	707977	0	0	0
19	1054	SEAT	TOLEDO 1.4 TDI 90 STYLE DSG	0	0	824043	794113	733331	0	0	0
19	1052	SEAT	TOLEDO 1.4 TSI 125 STYLE DSG	0	0	916223	817961	723857	0	0	0
154	1102	VOLVO	V40 1.5 T3 ADVANCE GEARTRONIC	0	0	0	1025305	930581	0	0	0
154	1101	VOLVO	V40 1.5 T3 PREMIUM GEARTRONIC	0	0	0	996738	901927	0	0	0
154	1103	VOLVO	V40 1.5 T3 R-DESIGN GEARTRONIC	0	0	0	1053554	958787	0	0	0
154	1081	VOLVO	V40 1.6 D2 VOLVO OCEAN RACE POWERSHIFT	0	0	0	0	1006160	886654	0	0
154	1079	VOLVO	V40 1.6 T4 VOLVO OCEAN RACE POWERSHIFT	0	0	0	0	1001624	880579	0	0
154	1107	VOLVO	V40 2.0 D4 ADVANCE GEARTRONIC	0	0	0	1044101	949311	0	0	0
154	1105	VOLVO	V40 2.0 D4 GEARTRONIC	0	0	0	0	901914	0	0	0
154	1143	VOLVO	V40 2.0 D4 INSCRIPTION GEARTRONIC	0	0	0	1067785	0	0	0	0
154	1142	VOLVO	V40 2.0 D4 MOMENTUM GEARTRONIC	0	0	0	1044101	0	0	0	0
154	1106	VOLVO	V40 2.0 D4 PREMIUM GEARTRONIC	0	0	0	1020436	925611	0	0	0
154	1108	VOLVO	V40 2.0 D4 R-DESIGN  GEARTRONIC	0	0	0	1091500	996724	0	0	0
154	1144	VOLVO	V40 2.0 D4 R-DESIGN PLUS GEARTRONIC	0	0	0	1114344	0	0	0	0
154	1104	VOLVO	V40 2.0 T5 R-DESIGN GEARTRONIC	0	0	0	1067785	973006	0	0	0
154	1080	VOLVO	V40 2.0 T5 R-DESIGN OV	0	0	0	0	986741	868238	0	0
154	1141	VOLVO	V40 2.0 T5 R-DESIGN PLUS GEARTRONIC	0	0	0	1139108	0	0	0	0
154	1082	VOLVO	V40 CROSS COUNRY 1.6 D2 VOLVO OCEAN RACE POW	0	0	0	0	1026177	905171	0	0
154	1109	VOLVO	V40 CROSS COUNTRY 1.5 T3 PREMIUM GEARTRONIC	0	0	0	0	949311	0	0	0
154	1111	VOLVO	V40 CROSS COUNTRY 1.5 T3 VOLVOOCEANRACE GEART	0	0	0	0	1025319	0	0	0
154	1114	VOLVO	V40 CROSS COUNTRY 2.0 D4 ADVANCE GEARTRONIC	0	0	0	1096274	1001666	0	0	0
154	1112	VOLVO	V40 CROSS COUNTRY 2.0 D4 GEARTRONIC	0	0	0	0	954083	0	0	0
154	1113	VOLVO	V40 CROSS COUNTRY 2.0 D4 PREMIUM	0	0	0	0	936663	0	0	0
154	1123	VOLVO	V60 1.5 T3 R-DESIGN GEARTRONIC	0	0	0	1129029	1010438	0	0	0
154	1091	VOLVO	V60 1.6 D2 ADVANCE POWERSHIFT	0	0	0	0	977980	858918	0	0
154	1090	VOLVO	V60 1.6 D2 PREMIUM POWERSHIFT	0	0	0	0	953705	835997	0	0
154	1089	VOLVO	V60 1.6 D2 PWERSHIFT	0	0	0	0	982514	818927	0	0
154	1092	VOLVO	V60 1.6 D2 R-DESIGN	0	0	0	0	1025248	905023	0	0
154	1069	VOLVO	V60 2.0 D4 ADVANCE OV	0	0	0	0	972519	854394	0	0
154	1068	VOLVO	V60 2.0 D4 PREMIUM OV	0	0	0	0	949481	831452	0	0
154	1124	VOLVO	V60 2.0 D4 R-DESIGN GEARTRONIC	0	0	0	1148354	1029560	0	0	0
154	1067	VOLVO	V60 2.0 T R-DESIGN OV	0	0	0	0	981663	863675	0	0
154	1066	VOLVO	V60 2.0 T5 ADVANCE OV	0	0	0	0	917618	800022	0	0
800	179	KIA	PRO CEED 1.6 GSL (126) 3 K. CONCEPT PLUS	0	0	0	0	0	0	0	557825
177	394	HYUNDAI	i30 1.6 CRDi TEAM OV EURO5	0	0	0	0	0	0	0	559730
177	390	HYUNDAI	i30 1.6 CVVT MODE OV EURO5	0	0	0	0	0	0	0	560534
114	784	PEUGEOT	407 EXECUTIVE BLACK CD 1.6 HDI	0	0	0	0	0	0	0	560705
34	330	CITROEN	C5 3 1.6 HDI (112) DYNAMIQUE	0	0	0	0	0	0	0	562080
800	181	KIA	CERATO 1.6 EX GSL SEDAN CONCEPT	0	0	0	0	0	0	0	563453
114	880	PEUGEOT	508 ACTIVE 1.6 THP 156	0	0	0	0	0	0	0	564405
3	1003	ALFA ROMEO	GIULIETTA 1.4 TB MULTIAIR (170)	0	0	0	0	0	0	0	564425
800	206	KIA	CERATO NB 1.6 COOL	0	0	0	0	0	0	0	564519
800	1004	KIA	CEED MOTION 1.6 CRDI 115 E5	0	0	0	0	0	0	0	564710
53	378	FORD	FOCUS 1.6i 4 KAPI TREND OV (100)	0	0	0	0	0	0	0	565085
111	692	OPEL	ASTRA HB 1.6 (115) COSMO	0	0	0	0	0	0	0	566829
114	877	PEUGEOT	508 ACCESS 1.6 HDI 112	0	0	0	0	0	0	0	567763
111	679	OPEL	ASTRA HB 1.6 (115) SPORT	0	0	0	0	0	0	0	568197
111	731	OPEL	ASTRA ST 1.6 115 SPORT	0	0	0	0	0	0	0	568292
177	310	HYUNDAI	i30 CW 1.6 CRDi (115) MODE	0	0	0	0	0	0	0	568351
133	1020	SKODA	OCTAVIA AMBITION 1.6 102	0	0	0	0	0	0	0	569075
111	639	OPEL	INSIGNIA NB COSMO 1.6 (115)	0	0	0	0	0	0	0	569192
114	355	PEUGEOT	308 5 KAPI ACTIVE 1.6 e-HDI (112)	0	0	0	0	0	0	0	569472
800	176	KIA	CEED 1.6 GSL (126) 5 KAPI MOTION OV	0	0	0	0	0	0	0	569708
800	232	KIA	PRO CEED 1.6 CRDI 115 3 KAPI CONCEPT	0	0	0	0	0	0	0	569724
800	218	KIA	PRO CEED 1.6 CRDI (128) 3 KAPI CONCEPT	0	0	0	0	0	0	0	569879
53	821	FORD	FOCUS 1.6i COLLECTION 5 KAPI OV (100)	0	0	0	0	0	0	0	569940
800	182	KIA	CERATO 1.6 EX GSL SEDAN CONSEPT OV	0	0	0	0	0	0	0	569948
53	890	FORD	FOCUS COMFORT 5K 1.6i (100)	0	0	0	0	0	0	0	570067
19	253	SEAT	ALTEA XL STYLANCE 1.4 (125)	0	0	0	0	0	0	0	570615
177	279	HYUNDAI	i30 1.6 CRDi (115) PRIME	0	0	0	0	0	0	0	570686
154	442	VOLVO	C30 1.6 D2	0	0	0	0	0	0	0	570697
53	825	FORD	FOCUS 1.6i COLLECTION 4 KAPI OV (100)	0	0	0	0	0	0	0	570744
89	445	MAZDA	5 2.0 MZR GRADE-C 6MT	0	0	0	0	0	0	0	572601
133	411	SKODA	OCTAVIA CLASSIC 1.6 TDI CR 105 DSG TIPTR	0	0	0	0	0	0	0	572712
111	645	OPEL	INSIGNIA HB EDITION 1.6 (180)	0	0	0	0	0	0	0	574209
53	893	FORD	FOCUS COMFORT 4K 1.6i (100) OV	0	0	0	0	0	0	0	574817
800	1008	KIA	PRO CEED COOL PLUS 1.6  CRDI 115 OV	0	0	0	0	0	0	0	574924
177	392	HYUNDAI	i30 1.6 CVVT PRIME OV EURO5	0	0	0	0	0	0	0	575386
114	353	PEUGEOT	308 5 KAPI ACTIVE 1.6 THP (156) OV	0	0	0	0	0	0	0	575606
53	831	FORD	FOCUS 1.6 TDCi COLLECTION SW (109)	0	0	0	0	0	0	0	575746
114	969	PEUGEOT	308 MILLESIM 1.6 HDI (112)  AUTO6R	0	0	0	0	0	0	0	575987
111	653	OPEL	INSIGNIA HB COSMO 1.6 (180)	0	0	0	0	0	0	0	576319
53	827	FORD	FOCUS 1.6 TDCi COLLECTION 4 KAPI (109)	0	0	0	0	0	0	0	577552
154	484	VOLVO	C30 1.6 D2 PREMIUM	0	0	0	0	0	0	0	579798
111	682	OPEL	ASTRA HB 1.6 (180) SPORT	0	0	0	0	0	0	0	579799
111	1010	OPEL	ASTRA NB 1.6i 16V (115) ENJOY PLUS EASYTRONIC	0	0	0	0	0	0	0	579799
111	632	OPEL	INSIGNIA NB EDITION 1.6 (180)	0	0	0	0	0	0	0	579799
111	725	OPEL	MERIVA 1.7 DT (100) ENJOY OV	0	0	0	0	0	0	0	579799
34	1253	CITROEN	C4 1.6 e-HDI (112) CONFORT PLUS MCP	0	0	0	0	0	0	0	580420
800	156	KIA	CEED 1.6 CRDI VGT (115) MOTION 5 KAPI OV	0	0	0	0	0	0	0	580740
800	1009	KIA	PRO CEED CONCEPT 1.6 CRDI 128 E5	0	0	0	0	0	0	0	580770
800	1005	KIA	CEED MOTION 1.6 CRDI 115 OV	0	0	0	0	0	0	0	580843
154	415	VOLVO	C30 1.6 D2 DRIVE	0	0	0	0	0	0	0	581340
19	282	SEAT	ALTEA XL 1.4 TSI (125) STYLE	0	0	0	0	0	0	0	581494
53	895	FORD	FOCUS TREND X 5K 1.6 TDCi (90)	0	0	0	0	0	0	0	581761
114	848	PEUGEOT	3008 PREMIUM 1.6 VTI (120)	0	0	0	0	0	0	0	583113
61	173	HONDA	CIVIC HB 1.4 i-SHIFT COMFORT	0	0	0	0	0	0	0	584633
111	689	OPEL	ASTRA HB 1.6 115 ENJOY PLUS ACTIVESELECT	0	0	0	0	0	0	0	584995
154	482	VOLVO	C30 1.6 D2 DRIVE PREMIUM	0	0	0	0	0	0	0	585208
133	378	SKODA	OCTAVIA AMBIENTE 1.4 TSI (122)	0	0	0	0	0	0	0	585447
133	413	SKODA	OCTAVIA AMBIENTE 1.6 TDI CR 105 DSG TIPT	0	0	0	0	0	0	0	585447
800	178	KIA	CEED 1.6 GSL (126) 5 KAPI CONCEPT OV	0	0	0	0	0	0	0	587156
53	902	FORD	FOCUS TREND X SW 1.6 (115) OV	0	0	0	0	0	0	0	588289
114	879	PEUGEOT	508 ACTIVE 1.6 VTI 120 AUTO6R	0	0	0	0	0	0	0	588964
53	891	FORD	FOCUS COMFORT 5K 1.6i (100) OV	0	0	0	0	0	0	0	589763
61	166	HONDA	CIVIC HB 1.4 i-SHIFT	0	0	0	0	0	0	0	589892
19	1076	SEAT	LEON 1.4 TSI 125 COPA PLUS	0	0	0	0	0	0	0	590208
53	862	FORD	MONDEO TREND 5K 1.6i (125)	0	0	0	0	0	0	0	590233
53	836	FORD	MONDEO TREND 1.6i SEDAN (125)	0	0	0	0	0	0	0	590285
53	900	FORD	FOCUS TREND X SW 1.6 TDCi (90)	0	0	0	0	0	0	0	593604
19	303	SEAT	IBIZA FR 1.4 TSI DSG (150)	0	0	0	0	0	0	0	595543
154	418	VOLVO	S40 1.6 D2 DRIVE	0	0	0	0	0	0	0	596685
154	443	VOLVO	C30 1.6 D2 SPORTS EDITION	0	0	0	0	0	0	0	596920
34	332	CITROEN	C5 3 1.6 e-HDI (112) DYNAMIQUE MCP	0	0	0	0	0	0	0	596977
800	233	KIA	PRO CEED 1.6 CRDI 115 CONCEPT 3 KAPI OV	0	0	0	0	0	0	0	597867
800	219	KIA	PRO CEED 1.6 CRDI 128 3 KAPI CONCEPT OV	0	0	0	0	0	0	0	597984
800	230	KIA	CEED 1.6 CRDi 115 CONSEPT OV	0	0	0	0	0	0	0	598045
154	485	VOLVO	C30 1.6 D2 ADVANCE	0	0	0	0	0	0	0	598253
177	395	HYUNDAI	i30 1.6 CRDi (115) MODE EURO5	0	0	0	0	0	0	0	598358
177	278	HYUNDAI	i30 1.6 CRDi (115) MODE OV	0	0	0	0	0	0	0	598856
144	734	TOYOTA	AURIS 1.4 D-4D COMFORT EXTRA	0	0	0	0	0	0	0	599584
114	882	PEUGEOT	508 ACTIVE 1.6 HDI 112	0	0	0	0	0	0	0	601465
177	309	HYUNDAI	i30 CW 1.6 CRDi (115) TEAM OV	0	0	0	0	0	0	0	601998
133	412	SKODA	OCTAVIA AMBIENTE 1.6 TDI CR (105)	0	0	0	0	0	0	0	602148
53	993	FORD	FOCUS III COMFORT 1.6 TDCi (95) 5K	0	0	0	0	0	0	0	602302
154	483	VOLVO	C30 1.6 D2 DRIVE ADVANCE	0	0	0	0	0	0	0	602934
111	750	OPEL	ASTRA HB 1.4 140 ENJOY PLUS ACTIVESELECT	0	0	0	0	0	0	0	603081
111	711	OPEL	ASTRA NB 1.6 (115)  ENJOY 111 EASYTRONIC	0	0	0	0	0	0	0	604293
114	810	PEUGEOT	308 PREMIUM 1.6 HDI AUTO6R	0	0	0	0	0	0	0	604664
111	732	OPEL	ASTRA ST 1.6 115 SPORT ACTIVE SELECT	0	0	0	0	0	0	0	605729
111	680	OPEL	ASTRA HB 1.6 (115)  SPORT ACTIVE SELECT	0	0	0	0	0	0	0	606197
111	646	OPEL	INSIGNIA HB EDITION 2.0 CDTI (130)	0	0	0	0	0	0	0	606745
154	487	VOLVO	C30 2.0 D4 GEARTRONIC	0	0	0	0	0	0	0	607558
114	869	PEUGEOT	3008 ALLURE 1.6 VTI (120)	0	0	0	0	0	0	0	607619
144	763	TOYOTA	AURIS 1.4 D-4D COMFORT PLUS M/M	0	0	0	0	0	0	0	608193
144	762	TOYOTA	AURIS 1.4 D-4D COMFORT PLUS	0	0	0	0	0	0	0	609523
800	231	KIA	PRO CEED 1.6 CRDI 115 3 KAPI COOL PLUS OV	0	0	0	0	0	0	0	609869
800	1010	KIA	PRO CEED CONCEPT 1.6 CRDI 128 E5 OV	0	0	0	0	0	0	0	609869
800	217	KIA	CEED 1.6 CRDI (128) 5 KAPI CONCEPT OV	0	0	0	0	0	0	0	610020
61	139	HONDA	CIVIC HB 1.8 SPORT	0	0	0	0	0	0	0	613016
3	218	ALFA ROMEO	GIULIETTA 1.4 TB 120 DISTINCTIVE	0	0	0	0	0	0	0	613083
114	878	PEUGEOT	508 ACCESS 1.6 e-HDI AUTO6R	0	0	0	0	0	0	0	613308
114	970	PEUGEOT	308 PREMIUM PLUS 1.6 HDI (112) AUTO6R	0	0	0	0	0	0	0	613645
122	549	RENAULT (OYAK)	MEGANE III HB AUTHENTIQUE 1.6 16V	0	0	0	0	0	0	0	614322
111	641	OPEL	INSIGNIA NB COSMO 2.0 (220)	0	0	0	0	0	0	0	614521
111	654	OPEL	INSIGNIA HB COSMO 2.0 (220)	0	0	0	0	0	0	0	614546
111	671	OPEL	INSIGNIA SPORTS TOURER 2.0 (220) COSMO	0	0	0	0	0	0	0	614546
19	1003	SEAT	IBIZA 1.2 TSI (105) COPA PLUS DSG	0	0	0	0	0	0	0	614691
177	280	HYUNDAI	i30 1.6 CRDi (115) PRIME OV	0	0	0	0	0	0	0	615302
114	876	PEUGEOT	508 ACCESS 1.6 THP 156 OV	0	0	0	0	0	0	0	615755
154	417	VOLVO	C30 2.0 D4 OV	0	0	0	0	0	0	0	616479
122	1085	RENAULT (OYAK)	MEGANE HB BUSINESS 1.6 16V 110 E5	0	0	0	0	0	0	0	616898
53	885	FORD	MONDEO TREND 2.0 TDCi (140) SEDAN OV	0	0	0	0	0	0	0	617222
53	894	FORD	FOCUS TREND X 5K 1.6 (115)	0	0	0	0	0	0	0	617619
177	397	HYUNDAI	i30 1.6 CRDi (115) PRIME EURO5	0	0	0	0	0	0	0	617642
19	1007	SEAT	IBIZA SPORTOURER 1.2 TSI (105) COPA PLUS DSG	0	0	0	0	0	0	0	617826
53	835	FORD	MONDEO TITANIUM 1.6i SEDAN (125)	0	0	0	0	0	0	0	618004
111	1024	OPEL	INSIGNIA NB EDITION ELEGANCE 1.6 (180)	0	0	0	0	0	0	0	618661
111	693	OPEL	ASTRA HB 1.6 (115) COSMO ACTIVE SELECT	0	0	0	0	0	0	0	621317
89	418	MAZDA	6 2.0 DYNAMIC	0	0	0	0	0	0	0	621795
19	325	SEAT	IBIZA SC 1.2 TSI (105) SPORT DSG	0	0	0	0	0	0	0	622349
123	701	RENAULT	MEGANE HB III AUTHNTIQUE 1.6 16V	0	0	0	0	0	0	0	622484
154	488	VOLVO	C30 2.0 D4 PREMIUM GEARTRONIC	0	0	0	0	0	0	0	622992
144	735	TOYOTA	AURIS 1.4 D-4D COMFORT EXTRA M/M	0	0	0	0	0	0	0	623241
122	1086	RENAULT (OYAK)	MEGANE HB BUSINESS 1.5 DCI 90 E5	0	0	0	0	0	0	0	626735
122	550	RENAULT (OYAK)	MEGANE III HB AUTHENTIQUE 1.5 DCI 85	0	0	0	0	0	0	0	627255
114	868	PEUGEOT	3008 ACTIVE 1.6 HDI (112) AUTO6R	0	0	0	0	0	0	0	627433
177	359	HYUNDAI	i30 1.6 CRDi PS SPORTS	0	0	0	0	0	0	0	627799
53	834	FORD	FOCUS 1.6 TDCi TREND 4 KAPI (90)	0	0	0	0	0	0	0	629353
177	314	HYUNDAI	i30 1.6 CVVT SPORTS	0	0	0	0	0	0	0	629445
53	898	FORD	FOCUS TREND X 4K 1.6 TDCi (90)	0	0	0	0	0	0	0	630036
122	1014	RENAULT (OYAK)	MEGANE III HB AUTHENTIQUE 1.5 DCI 90 E5	0	0	0	0	0	0	0	630078
177	396	HYUNDAI	i30 1.6 CRDi (115) MODE OV EURO5	0	0	0	0	0	0	0	630140
53	994	FORD	FOCUS III COMFORT 1.6 TDCi (95) 4K	0	0	0	0	0	0	0	631285
